along	along	entlang	le long de	a lo largo	вдоль
among	among	unter	parmi	entre	среди
death	death	Tod	décès	muerte	смерть
writing	writing	Schreiben	écriture	escritura	письмо
speed	speed	Geschwindigkeit	la vitesse	velocidad	скорость
html	html	html	html	html	HTML
countries	countries	Länder	des pays	países	страны
loss	loss	Verlust	perte	pérdida	потеря
face	face	Gesicht	visage	cara	лицо
brand	brand	Marke	marque	marca	марка
discount	discount	Rabatt	remise	descuento	скидка
higher	higher	höher	plus haute	mayor	выше
effects	effects	Auswirkungen	effets	efectos	последствия
created	created	erstellt	créé	creado	созданный
remember	remember	merken	rappelles toi	recuerda	запомнить
standards	standards	Normen	normes	normas	стандарты
oil	oil	Öl	pétrole	petróleo	масло
bit	bit	Bit	bit	poco	немного
yellow	yellow	Gelb	jaune	amarillo	желтый
political	political	politisch	politique	político	политическая
increase	increase	erhöhen, ansteigen	augmenter	incrementar	увеличение
advertise	advertise	werben	afficher	anunciar	рекламировать
kingdom	kingdom	Königreich	Royaume	Reino	Королевство
base	base	Base	base	base	база
near	near	in der Nähe von	près	cerca	возле
environmental	environmental	Umwelt-	écologique	ambiental	экологическая
thought	thought	Gedanke	pensée	pensamiento	думал
stuff	stuff	Sachen	des trucs	cosas	материал
french	french	Französisch	français	francés	Французский
storage	storage	Lagerung	stockage	almacenamiento	место хранения
oh	oh	Oh	Oh	Oh	ой
japan	japan	Japan	Japon	Japón	Япония
doing	doing	tun	Faire	obra	дела
loans	loans	Darlehen	prêts	préstamos	кредитование
shoes	shoes	Schuhe	chaussures	Zapatos	обувь
entry	entry	Eintrag	entrée	entrada	запись
stay	stay	bleibe	rester	permanecer	оставаться
nature	nature	Natur	la nature	naturaleza	природа
orders	orders	Aufträge	ordres	pedidos	заказы
availability	availability	Verfügbarkeit	disponibilité	disponibilidad	доступность
Africa	Africa	Afrika	Afrique	África	Африка
summary	summary	Zusammenfassung	résumé	resumen	резюме
turn	turn	Wende	tour	giro	очередь
mean	mean	bedeuten	signifier	media	имею в виду
growth	growth	Wachstum	croissance	crecimiento	рост
notes	notes	Notizen	notes	notas	заметки
agency	agency	Agentur	agence	agencia	агентство
king	king	König	Roi	Rey	король
monday	monday	Montag	Lundi	lunes	понедельник
european	european	europäisch	européen	europeo	Европейская
activity	activity	Aktivität	activité	actividad	Мероприятия
copy	copy	Kopieren	copie	dupdo	копия
although	although	obwohl	bien que	a pesar de que	несмотря на то что
drug	drug	Droge	drogue	droga	лекарственный
pics	pics	Bilder	photos	fotos	фото
western	western	Western	occidental	occidental	западный
income	income	Einkommen	le revenu	ingresos	доход
force	force	Kraft	obliger	fuerza	сила
cash	cash	Kasse	argent liquide	efectivo	денежные средства
employment	employment	Beschäftigung	emploi	empleo	занятость
overall	overall	insgesamt	global	en general	в общем и целом
bay	bay	Bucht	baie	bahía	бухта
river	river	Fluss	rivière	río	река
commission	commission	Kommission	commission	comisión	комиссия
ad	ad	Anzeige	un d	anuncio	объявление
package	package	Paket	paquet	paquete	пакет
contents	contents	Inhalt	Contenu	contenido	содержание
seen	seen	gesehen	vu	visto	видел
players	players	Spieler	joueurs	jugadores	игроки
engine	engine	Motor	moteur	motor	двигатель
port	port	Hafen	Port	Puerto	порт
album	album	Album	album	álbum	альбом
regional	regional	regional	régional	regional	региональный
stop	stop	halt	Arrêtez	detener	стоп
supplies	supplies	Vorräte	Provisions	suministros	предметы снабжения
started	started	gestartet	a débuté	empezado	начал
administration	administration	Verwaltung	administration	administración	администрация
bar	bar	Bar	bar	bar	бар
institute	institute	Institut	institut	instituto	институт
views	views	Ansichten	vues	puntos de vista	Просмотры
plans	plans	Pläne	des plans	planes	планы
double	double	doppelt	double	doble	двойной
dog	dog	Hund	chien	perro	собака
build	build	bauen	construire	construir	строить
screen	screen	Bildschirm	écran	pantalla	экран
exchange	exchange	Austausch	échange	intercambiar	обмен
types	types	Arten	les types	tipos	типы
soon	soon	bald	bientôt	pronto	скоро
sponsored	sponsored	gesponserten	commanditée	Sponsored	спонсируемый
lines	lines	Linien	lignes	líneas	линии
electronic	electronic	elektronisch	électronique	electrónico	электронный
continue	continue	fortsetzen	continuer	continuar	Продолжать
across	across	über	à travers	a través de	через
benefits	benefits	Vorteile	avantages	beneficios	выгоды
needed	needed	erforderlich	nécessaire	necesario	необходимый
season	season	Jahreszeit	saison	temporada	время года
apply	apply	anwenden	appliquer	aplicar	подать заявление
someone	someone	jemand	Quelqu'un	alguien	кто то
held	held	gehalten	tenue	retenida	Ручной
anything	anything	etwas	n'importe quoi	cualquier cosa	что-нибудь
printer	printer	Drucker	imprimante	impresora	принтер
condition	condition	Bedingung	condition	condición	состояние
effective	effective	Wirksam	efficace	eficaz	эффективный
believe	believe	glauben	croyez	creer	верить
organization	organization	Organisation	organisation	organización	организация
effect	effect	bewirken	effet	efecto	эффект
asked	asked	fragte	a demandé	preguntó	спросил
eur	eur	EUR	EUR	EUR	евро
mind	mind	Verstand	esprit	mente	разум
sunday	sunday	Sonntag	dimanche	domingo	Воскресенье
selection	selection	Auswahl	sélection	selección	выбор
casino	casino	Kasino	casino	casino	казино
pdf	pdf	pdf	pdf	pdf	PDF
lost	lost	hat verloren	perdu	perdió	потерял
tour	tour	Tour	tour	gira	тур
menu	menu	Menü	le menu	menú	меню
volume	volume	Volumen	le volume	volumen	объем
cross	cross	Kreuz	traverser	cruzar	пересекать
anyone	anyone	jemand	n'importe qui	nadie	кто угодно
mortgage	mortgage	Hypothek	hypothéquer	hipoteca	ипотека
hope	hope	Hoffnung	espérer	esperanza	надежда
silver	silver	Silber	argent	plata	Серебряный
corporation	corporation	Gesellschaft	corporation	corporación	корпорация
wish	wish	Wunsch	souhait	deseo	желание
inside	inside	innen	à l'intérieur	dentro	внутри
solution	solution	Lösung	Solution	solución	решение
mature	mature	reifen	mature	maduro	зрелый
role	role	Rolle	rôle	papel	роль
rather	rather	lieber	plutôt	más bien	скорее
weeks	weeks	Wochen	semaines	semanas	недель
addition	addition	Zusatz	une addition	adición	дополнение
came	came	kam	venu	vino	пришел
supply	supply	liefern	la fourniture	suministro	поставка
nothing	nothing	nichts	rien	nada	ничего
certain	certain	sicher	certain	cierto	определенный
executive	executive	Exekutive	exécutif	ejecutivo	должностное лицо
running	running	Laufen	fonctionnement	corriendo	Бег
lower	lower	niedriger	inférieur	inferior	ниже
necessary	necessary	notwendig	nécessaire	necesario	необходимо
union	union	Union	syndicat	Unión	союз
jewelry	jewelry	Schmuck	bijoux	joyería	Ювелирные изделия
according	according	gemäß	selon	conforme	в соответствии
clothing	clothing	Kleidung	Vêtements	ropa	одежда
mon	mon	mon	lun	lun	понедельник
com	com	com	com	com	ком
particular	particular	besondere	particulier	especial	конкретный
fine	fine	fein	bien	multa	штраф
names	names	Namen	des noms	nombres	имен
robert	robert	Robert	robert	Robert	Роберт
homepage	homepage	Startseite	page d'accueil	página principal	домашняя страница
hour	hour	Stunde	heure	hora	час
gas	gas	Gas	gaz	gas	газ
skills	skills	Fähigkeiten	compétences	habilidades	навыки
six	six	sechs	six	seis	шесть
bush	bush	Busch	buisson	arbusto	куст
islands	islands	Inseln	îles	islas	острова
advice	advice	Rat	Conseil	Consejo	совет
career	career	Karriere	carrière	carrera	карьера
military	military	Militär	militaire	militar	военный
rental	rental	Verleih	de location	alquiler	аренда
decision	decision	Entscheidung	décision	decisión	решение
leave	leave	verlassen	laisser	salir	оставлять
british	british	britisch	Britanique	británico	Британская
teens	teens	Teenageralter	les adolescents	adolescentes	тинейджеры
pre	pre	Vor	pré	pre	заранее
huge	huge	enorm	énorme	enorme	огромный
sat	sat	sat	sam	sab	сидел
woman	woman	Frau	femme	mujer	женщина
facilities	facilities	Anlagen	installations	instalaciones	сооружения
zip	zip	Reißverschluss	zip	cremallera	застежка-молния
bid	bid	bieten	offre	oferta	предложение
kind	kind	nett	gentil	tipo	своего рода
sellers	sellers	Verkäufer	les vendeurs	vendedores	продавцы
middle	middle	Mitte	milieu	medio	средний
move	move	Bewegung	bouge toi	movimiento	переехать
cable	cable	Kabel	câble	cable	кабель
opportunities	opportunities	Chancen	opportunités	oportunidades	возможности
taking	taking	Einnahme	prise	tomando	принятие
values	values	Werte	valeurs	valores	значения
division	division	Aufteilung	division	división	деление
coming	coming	Kommen	arrivant	viniendo	приход
tuesday	tuesday	Dienstag	Mardi	martes	вторник
object	object	Objekt	objet	objeto	объект
lesbian	lesbian	lesbisch	lesbienne	lesbiana	лесбиянка
appropriate	appropriate	angemessen	approprié	apropiado	подходящее
machine	machine	Maschine	machine	máquina	машина
logo	logo	Logo	logo	logo	логотип
length	length	Länge	longueur	longitud	длина
actually	actually	tatsächlich	réellement	actualmente	на самом деле
nice	nice	nett	agréable	bonito	хороший
score	score	Ergebnis	But	Puntuación	Гол
statistics	statistics	Statistiken	statistiques	estadística	статистика
client	client	Klient	client	cliente	клиент
ok	ok	OK	D'accord	De acuerdo	ОК
returns	returns	kehrt zurück	résultats	devoluciones	возвращается
capital	capital	Hauptstadt	capital	capital	столица
follow	follow	Folgen	suivre	seguir	следовать
sample	sample	Sample	échantillon	muestra	образец
investment	investment	Investition	investissement	inversión	инвестиции
sent	sent	geschickt	envoyé	expedido	послал
shown	shown	gezeigt	montré	mostrado	показанный
saturday	saturday	Samstag	samedi	sábado	суббота
christmas	christmas	Weihnachten	Noël	Navidad	рождество
england	england	England	Angleterre	Inglaterra	Англия
culture	culture	Kultur	Culture	cultura	культура
band	band	Band	bande	banda	группа
flash	flash	blinken	flash	destello	вспышка
ms	ms	Frau	Mme	Sra	Миз
lead	lead	führen	conduire	dirigir	вести
george	george	george	George	Jorge	Джордж
choice	choice	Wahl	choix	elección	выбор
went	went	ging	est allé	fuimos	отправился
starting	starting	beginnend	départ	comenzando	начало
registration	registration	Anmeldung	enregistrement	registro	постановка на учет
friday	friday	Freitag	Vendredi	viernes	пятница
thursday	thursday	Donnerstag	Jeudi	jueves	Четверг
courses	courses	Kurse	cours	cursos	курсы
consumer	consumer	Verbraucher	consommateur	consumidor	потребитель
hi	hi	Hallo	salut	Hola	Здравствуй
airport	airport	Flughafen	aéroport	aeropuerto	аэропорт
foreign	foreign	fremd	étranger	exterior	иностранные
artist	artist	Künstler	artiste	artista	художник
outside	outside	draußen	à l'extérieur	fuera de	за пределами
furniture	furniture	Möbel	meubles	mueble	мебель
levels	levels	Ebenen	les niveaux	niveles	уровни
channel	channel	Kanal	canal	canal	канал
letter	letter	Brief	lettre	carta	письмо
mode	mode	Modus	mode	modo	Режим
phones	phones	Telefone	Téléphones	móviles	телефоны
ideas	ideas	Ideen	idées	Ideas	идеи
wednesday	wednesday	Mittwoch	Mercredi	miércoles	среда
structure	structure	Struktur	structure	estructura	состав
fund	fund	Fonds	fonds	fondo	фонд
summer	summer	Sommer-	été	verano	лето
allow	allow	zulassen	permettre	permitir	позволять
degree	degree	Grad	degré	la licenciatura	степень
contract	contract	Vertrag	Contrat	contrato	контракт
button	button	Taste	bouton	botón	кнопка
releases	releases	Meldungen	de presse	comunicados	релизы
wed	wed	heiraten	mer	mie	мы б
homes	homes	Häuser	maisons	casas	дома
super	super	Super	super	súper	супер
male	male	männlich	mâle	masculino	мужской
matter	matter	Angelegenheit	matière	importar	дело
custom	custom	Brauch	Douane	personalizado	изготовленный на заказ
virginia	virginia	Virginia	Virginie	Virginia	Виргиния
almost	almost	fast	presque	casi	почти
took	took	dauerte	a pris	tomó	взял
located	located	gelegen	situé	situado	располагается
multiple	multiple	mehrere	plusieurs	múltiple	множественный
asian	asian	asiatisch	asiatique	asiático	азиатский
distribution	distribution	Verteilung	Distribution	distribución	распределение
editor	editor	Herausgeber	Editeur	editor	редактор
inn	inn	Gasthaus	auberge	Posada	гостиница
industrial	industrial	industriell	industriel	industrial	промышленные
cause	cause	Ursache	cause	porque	причина
potential	potential	Potenzial	potentiel	potencial	потенциал
song	song	Lied	chant	canción	песня
focus	focus	Fokus	concentrer	atención	фокус
late	late	spät	en retard	tarde	поздно
fall	fall	Fall	tomber	otoño	падать
featured	featured	funktions	en vedette	destacado	признакам
idea	idea	Idee	idée	idea	идея
rooms	rooms	Zimmer	pièces	habitaciones	номера
female	female	weiblich	femelle	hembra	женский пол
responsible	responsible	verantwortlich	responsable	responsable	ответственность
communications	communications	Kommunikation	communications	comunicaciones	связь
win	win	gewinnen	gagner	ganar	выиграть
associated	associated	damit verbundenen	associé	asociado	связанный
thomas	thomas	thomas	thomas	Thomas	Томас
primary	primary	primär	primaire	primario	первичная
cancer	cancer	Krebs	cancer	cáncer	рак
numbers	numbers	Nummern	Nombres	números	чисел
reason	reason	Grund	raison	razón	причина
tool	tool	Werkzeug	outil	herramienta	инструмент
browser	browser	Browser	navigateur	navegador	браузер
spring	spring	Frühling	printemps	primavera	весна
foundation	foundation	Stiftung	fondation	Fundación	Фонд
answer	answer	Antworten	répondre	responder	ответ
voice	voice	Stimme	voix	voz	голос
eg	eg	z.B	par exemple	p.ej	например
friendly	friendly	freundlich	amicale	amistoso	дружелюбный
schedule	schedule	Zeitplan	programme	programar	график
documents	documents	Unterlagen	documents	documentos	документы
communication	communication	Kommunikation	la communication	comunicación	коммуникация
purpose	purpose	Zweck	objectif	propósito	цель
feature	feature	Feature	fonctionnalité	característica	особенность
bed	bed	Bett	lit	cama	постель
comes	comes	kommt	vient	proviene	выходит
police	police	Polizei	police	policía	полиция
everyone	everyone	jeder	tout le monde	todo el mundo	все
independent	independent	unabhängig	indépendant	independiente	независимый
approach	approach	Ansatz	approche	enfoque	подход
cameras	cameras	Kameras	appareils photo	cámaras	камеры
brown	brown	braun	marron	marrón	коричневый
physical	physical	physikalisch	physique	físico	физическая
operating	operating	Betriebs	en fonctionnement	operando	операционная
hill	hill	Hügel	colline	colina	холм
maps	maps	Karten	cartes	mapas	карты
medicine	medicine	Medizin	médicament	medicina	лекарственное средство
deal	deal	Deal	traiter	acuerdo	по рукам
hold	hold	halten	tenir	sostener	держать
ratings	ratings	Bewertungen	notes	clasificaciones	рейтинги
chicago	chicago	Chicago	Chicago	chicago	Чикаго
forms	forms	Formen	formes	formas	формы
glass	glass	Glas	verre	vaso	стакан
happy	happy	glücklich	content	contento	счастливый
tue	tue	Di.	mar	mar	вторник
smith	smith	Schmied	forgeron	Herrero	кузнец
wanted	wanted	wollte	voulait	querido	разыскивается
developed	developed	entwickelt	développé	desarrollado	развитая
thank	thank	danken	remercier	gracias	спасибо
safe	safe	Safe	sûr	seguro	безопасно
unique	unique	einzigartig	unique	único	уникальный
survey	survey	Umfrage	enquête	encuesta	опрос
prior	prior	vor	avant	anterior	предшествующий
telephone	telephone	Telefon	Téléphone	teléfono	телефон
sport	sport	Sport	sport	deporte	спорт
ready	ready	bereit	prêt	Listo	готов
feed	feed	Futter	alimentation	alimentar	корм
animal	animal	Tier	animal	animal	животное
sources	sources	Quellen	sources	fuentes	источники
mexico	mexico	Mexiko	Mexique	Méjico	Мексика
population	population	Bevölkerung	population	población	Население
pa	pa	pa	Pennsylvanie	Pensilvania	Пенсильвания
regular	regular	regulär	ordinaire	regular	регулярный
secure	secure	sichern	garantir	seguro	безопасный
navigation	navigation	Navigation	la navigation	navegación	навигация
operations	operations	Geschäftstätigkeit	opérations	operaciones	операции
therefore	therefore	deswegen	donc	por lo tanto	следовательно
ass	ass	Arsch	cul	culo	жопа
simply	simply	einfach	simplement	simplemente	просто
evidence	evidence	Beweis	preuve	evidencia	доказательства
station	station	Station	gare	estación	станция
christian	christian	Christian	Christian	cristiano	Кристиан
round	round	runden	rond	redondo	круглый
paypal	paypal	paypal	paypal	paypal	PayPal
favorite	favorite	Favorit	préféré	favorito	любимый
understand	understand	verstehen	comprendre	entender	Понимаю
option	option	Option	option	opción	вариант
master	master	Meister	maîtriser	dominar	мастер
valley	valley	Tal	vallée	Valle	долина
recently	recently	vor kurzem	récemment	recientemente	в последнее время
probably	probably	wahrscheinlich	Probablement	probablemente	вероятно
thu	thu	thu	jeu	jue	четверг
rentals	rentals	Verleih	vacances	alquileres	аренда
sea	sea	Meer	mer	mar	море
built	built	gebaut	construit	construido	построен
publications	publications	Publikationen	publications	publicaciones	публикации
blood	blood	Blut	du sang	sangre	кровь
cut	cut	schneiden	Couper	cortar	порез
worldwide	worldwide	weltweit	partout dans le monde	en todo el mundo	Мировой
improve	improve	verbessern	améliorer	mejorar	улучшать
connection	connection	Verbindung	connexion	conexión	подключение
publisher	publisher	Herausgeber	éditeur	editor	издатель
hall	hall	Halle	salle	sala	зал
larger	larger	größer	plus grand	mayor	больше
anti	anti	Anti	anti	anti	анти
networks	networks	Netzwerke	réseaux	redes	сети
earth	earth	Erde	Terre	tierra	Земля
parents	parents	Eltern	des parents	padres	родители
nokia	nokia	nokia	nokia	Nokia	Nokia
impact	impact	Einfluss	impact	impacto	влияние
transfer	transfer	Übertragung	transfert	transferir	перевод
introduction	introduction	Einführung	introduction	Introducción	введение
kitchen	kitchen	Küche	cuisine	cocina	кухня
strong	strong	stark	fort	fuerte	сильный
tel	tel	tel	tel	tel	телефон
carolina	carolina	Carolina	caroline	carolina	каролина
wedding	wedding	Hochzeit	mariage	Boda	свадьба
properties	properties	Eigenschaften	Propriétés	propiedades	свойства
hospital	hospital	Krankenhaus	hôpital	hospital	больница
ground	ground	Boden	sol	suelo	земля
overview	overview	Überblick	aperçu	visión de conjunto	обзор
ship	ship	Schiff	navire	enviar	корабль
accommodation	accommodation	Unterkunft	hébergement	alojamiento	жилье
owners	owners	Besitzer	les propriétaires	propietarios	владельцы
disease	disease	Krankheit	maladie	enfermedad	болезнь
tx	tx	tx	tx	tx	Техас
excellent	excellent	Ausgezeichnet	excellent	excelente	отлично
paid	paid	bezahlt	payé	pagado	оплаченный
italy	italy	Italien	Italie	Italia	Италия
perfect	perfect	perfekt	parfait	Perfecto	идеально
hair	hair	Haar	cheveux	cabello	волосы
opportunity	opportunity	Gelegenheit	opportunité	oportunidad	возможность
kit	kit	Ausrüstung	trousse	equipo	Комплект
classic	classic	klassisch	classique	clásico	классический
basis	basis	Basis	base	base	основа
command	command	Befehl	commander	mando	команда
cities	cities	Städte	villes	ciudades	города
william	william	Wilhelm	William	Guillermo	Уильям
express	express	ausdrücken	Express	exprimir	экспресс
anal	anal	anal	anal	anal	анальный
award	award	vergeben	prix	premio	награда
distance	distance	Entfernung	distance	distancia	расстояние
tree	tree	Baum	arbre	árbol	дерево
peter	peter	Peter	peter	peter	Питер
assessment	assessment	Bewertung	évaluation	evaluación	оценка
ensure	ensure	dafür sorgen	assurer	asegurar	обеспечивать
thus	thus	so	Ainsi	así	таким образом
wall	wall	Mauer	mur	pared	стена
ie	ie	dh	c'est à dire	es decir	т.е.
involved	involved	beteiligt	impliqué	involucrado	участвует
extra	extra	extra	supplémentaire	extra	экстра
especially	especially	insbesondere	notamment	especialmente	особенно
interface	interface	Schnittstelle	interface	interfaz	интерфейс
pussy	pussy	Muschi	chatte	coño	киска
partners	partners	Partner	les partenaires	fogonadura	партнеры
budget	budget	Budget	budget	presupuesto	бюджет
rated	rated	rated	rated	Calificación	номинальный
guides	guides	Führungen	guides	guías	направляющие
success	success	Erfolg	Succès	éxito	успех
maximum	maximum	maximal	maximum	máximo	максимальная
mom	mom	Mama	maman	mamá	Мама
operation	operation	Betrieb	opération	operación	операция
existing	existing	bestehende	existant	existente	существующий
quite	quite	ganz	assez	bastante	довольно
selected	selected	ausgewählt	choisi	seleccionado	выбранный
boy	boy	Junge	garçon	chico	мальчик
amazon	amazon	Amazonas	amazone	Amazonas	Амазонка
patients	patients	Patienten	les patients	pacientes	пациентов
restaurants	restaurants	Restaurants	Restaurants	restaurantes	ресторан
beautiful	beautiful	schön	beau	hermosa	красивая
warning	warning	Warnung	Attention	advertencia	предупреждение
wine	wine	Wein	du vin	vino	вино
locations	locations	Standorte	endroits	ubicaciones	места
horse	horse	Pferd	cheval	caballo	лошадь
vote	vote	Abstimmung	vote	votar	голос
forward	forward	Vorwärts-	vers l'avant	adelante	вперед
flowers	flowers	Blumen	fleurs	flores	цветы
stars	stars	Sterne	étoiles	estrellas	Число звезд:
significant	significant	signifikant	important	significativo	значительное
lists	lists	Listen	listes	liza	списки
technologies	technologies	Technologien	les technologies	tecnologías	технологии
owner	owner	Eigentümer	propriétaire	propietario	владелец
retail	retail	Verkauf	vente au détail	Al por menor	розничная торговля
animals	animals	Tiere	animaux	animales	животные
useful	useful	sinnvoll	utile	útil	полезным
directly	directly	direkt	directement	directamente	непосредственно
manufacturer	manufacturer	Hersteller	fabricant	fabricante	производитель
ways	ways	Wege	façons	formas	пути
EST	EST	Europäische Sommerzeit	est	est	стандартное восточное время
son	son	Sohn	fils	hijo	сын
providing	providing	Bereitstellen	fournir	siempre que	обеспечение
rule	rule	Regel	Règle	regla	правило
mac	mac	Mac	Mac	Mac	макинтош
housing	housing	Gehäuse	logement	alojamiento	Корпус
takes	takes	nimmt	prend	toma	принимает
gmt	gmt	mittlere Greenwich-Zeit	GMT	GMT	время по Гринвичу
bring	bring	bringen	apporter	traer	приносить
catalog	catalog	Katalog	catalogue	catalogar	каталог
searches	searches	Suchen	recherches	búsquedas	поиск
max	max	max	max	max	Максимум
trying	trying	versuchen	en essayant	molesto	пытаясь
mother	mother	Mutter	mère	madre	мама
authority	authority	Behörde	autorité	autoridad	власть
considered	considered	berücksichtigt	pris en considération	considerado	считается
told	told	sagte	Raconté	dicho	сказал
traffic	traffic	Verkehr	circulation	tráfico	трафик
programme	programme	Programm	programme	programa	программа
joined	joined	beigetreten	relié	unido	присоединился
input	input	Eingang	contribution	entrada	вход
strategy	strategy	Strategie	stratégie	estrategia	стратегия
feet	feet	Füße	pieds	pies	ноги
agent	agent	Agent	agent	agente	агент
valid	valid	gültig	valide	válido	действительный
bin	bin	Kasten	poubelle	compartimiento	бункер
modern	modern	modern	moderne	moderno	современное
senior	senior	Senior	supérieur	mayor	старшая
ireland	ireland	Irland	Irlande	Irlanda	Ирландия
sexy	sexy	sexy	sexy	sexy	сексуальный
teaching	teaching	Lehren	enseignement	enseñando	обучение
door	door	Tür	porte	puerta	дверь
grand	grand	großartig	grandiose	grandioso	большой
testing	testing	testen	essai	pruebas	тестирование
trial	trial	Versuch	procès	juicio	испытание
charge	charge	berechnen	charge	cargar	заряд
units	units	Einheiten	unités	unidades	единицы
instead	instead	stattdessen	au lieu	en lugar	вместо
canadian	canadian	kanadisch	canadien	canadiense	канадец
cool	cool	cool	cool	guay	круто
normal	normal	normal	Ordinaire	normal	нормальный
wrote	wrote	schrieb	a écrit	escribió	писал
enterprise	enterprise	Unternehmen	entreprise	empresa	предприятие
ships	ships	Schiffe	navires	barcos	корабли
entire	entire	ganz	tout	todo	весь
educational	educational	pädagogisch	éducatif	educativo	образовательных
md	md	md	Maryland	Maryland	Мэриленд
leading	leading	führend	de premier plan	líder	ведущий
metal	metal	Metall	métal	metal	металл
positive	positive	positiv	positif	positivo	положительный
fitness	fitness	Fitness	aptitude	aptitud	фитнес
chinese	chinese	Chinesisch	chinois	chino	Китайский
opinion	opinion	Meinung	opinion	opinión	мнение
asia	asia	Asien	Asie	Asia	Азия
football	football	Fußball	Football	fútbol	футбол
abstract	abstract	abstrakt	abstrait	abstracto	Абстрактные
uses	uses	Anwendungen	les usages	usos	использования
output	output	Ausgabe	sortie	salida	вывод
funds	funds	Mittel	fonds	fondos	фонды
Mr	Mr	Herr	M	Señor	Мистер
greater	greater	größer	plus grand	mayor	большая
likely	likely	wahrscheinlich	probable	probable	вероятно
develop	develop	entwickeln	développer	desarrollar	развивать
employees	employees	Mitarbeiter	employés	empleados	сотрудников
artists	artists	Künstler	artistes	artistas	художники
alternative	alternative	Alternative	alternative	alternativa	альтернатива
processing	processing	Verarbeitung	En traitement	tratamiento	обработка
responsibility	responsibility	Verantwortung	responsabilité	responsabilidad	обязанность
resolution	resolution	Lösung	résolution	resolución	разрешающая способность
guest	guest	Gast	client	huésped	гость
seems	seems	scheint	semble	parece	кажется
publication	publication	Veröffentlichung	publication	publicación	публикация
pass	pass	bestehen	passer	pasar	проходить
relations	relations	Verhältnis	rapports	relaciones	связи
trust	trust	Vertrauen	confiance	confianza	доверять
van	van	Transporter	van	camioneta	фургон
contains	contains	enthält	contient	contiene	содержит
session	session	Session	session	sesión	сессия
multi	multi	Multi	multi	multi	много
photography	photography	Fotografie	la photographie	fotografía	фотография
republic	republic	Republik	république	república	республика
fees	fees	Gebühren	honoraires	matrícula	сборы
components	components	Komponenten	Composants	componentes	компоненты
vacation	vacation	Ferien	vacances	vacaciones	отпуск
century	century	Jahrhundert	siècle	siglo	века
academic	academic	akademisch	académique	académico	академический
assistance	assistance	Hilfe	assistance	asistencia	помощь
completed	completed	fertiggestellt	terminé	terminado	завершено
skin	skin	Haut	peau	piel	кожа
graphics	graphics	Grafik	graphique	gráficos	графика
indian	indian	indisch	Indien	indio	индийский
prev	prev	zurück	prev	prev	предыдущая
ads	ads	Anzeigen	les publicités	anuncios	Объявления
mary	mary	Maria	Marie	María	Мэри
expected	expected	erwartet	attendu	esperado	ожидаемый
ring	ring	Ring	bague	anillo	кольцо
grade	grade	Klasse	qualité	grado	оценка
dating	dating	Datierung	sortir ensemble	citas	знакомства
pacific	pacific	Pazifik	pacifique	Pacífico	тихий океан
mountain	mountain	Berg	Montagne	montaña	гора
organizations	organizations	Organisationen	organisations	organizaciones	организации
pop	pop	Pop	pop	popular	поп
filter	filter	Filter	filtre	filtrar	фильтр
mailing	mailing	Postversand	envoi postal	envío	почтовое отправление
vehicle	vehicle	Fahrzeug	véhicule	vehículo	средство передвижения
longer	longer	länger	plus long	más	дольше
consider	consider	Erwägen	considérer	considerar	рассматривать
int	int	int	int	int	INT
northern	northern	nordlich	nord	del Norte	северный
behind	behind	hinter	derrière	detrás	за
panel	panel	Platte	panneau	panel	панель
floor	floor	Stock	sol	piso	пол
german	german	Deutsche	allemand	alemán	Немецкий
buying	buying	Kauf	achat	compra	покупка
match	match	Spiel	rencontre	partido	совпадение
proposed	proposed	vorgeschlagen	proposé	propuesto	предложенный
default	default	Standard	défaut	defecto	по умолчанию
require	require	erfordern	exiger	exigir	требовать
iraq	iraq	Irak	Irak	Irak	Ирак
boys	boys	Jungen	garçons	chicos	мальчиков
outdoor	outdoor	draussen	de plein air	al aire libre	на открытом воздухе
deep	deep	tief	profond	profundo	глубоко
morning	morning	Morgen	matin	Mañana	утро
otherwise	otherwise	Andernfalls	autrement	de otra manera	в противном случае
allows	allows	erlaubt	permet	permite	позволяет
rest	rest	sich ausruhen	le repos	descanso	отдых
protein	protein	Eiweiß	protéine	proteína	белок
plant	plant	Pflanze	plante	planta	растение
reported	reported	berichtet	signalé	reportado	сообщается
hit	hit	Hit	frappé	golpear	удар
transportation	transportation	Transport	transport	transporte	транспорт
mm	mm	Millimeter	mm	mm	мм
pool	pool	Schwimmbad	piscine	piscina	бассейн
mini	mini	Mini	mini-	mini	мини
politics	politics	Politik	politique	política	политика
partner	partner	Partner	partenaire	compañero	партнер
disclaimer	disclaimer	Dementi	avertissement	renuncia	отказ
authors	authors	Autoren	auteurs	autores	авторы
boards	boards	Bretter	planches	tableros	доски
faculty	faculty	Fakultät	la faculté	facultad	факультет
parties	parties	Parteien	des soirées	fiestas	стороны
fish	fish	Fisch	poisson	pescado	рыба
membership	membership	Mitgliedschaft	adhésion	afiliación	членство
mission	mission	Mission	mission	misión	миссия
eye	eye	Auge	œil	ojo	глаз
string	string	Schnur	chaîne	cuerda	строка
sense	sense	Sinn	sens	sentido	смысл
modified	modified	geändert	modifié	modificado	модифицированный
pack	pack	Pack	pack	paquete	пакет
released	released	freigegeben	libéré	liberado	выпущенный
stage	stage	Stufe	étape	escenario	сцена
internal	internal	intern	interne	interno	внутренний
goods	goods	Waren	des biens	bienes	товар
